examen_id,intrebare_text,varianta_a,varianta_b,varianta_c,raspuns_corect
"1","Se admite condiţionat instalarea, în încăperi comune cu instalaţiile de distribuţie de înaltă şi joasă tensiune, de cel mai simplu tip, a două transformatoare de putere în ulei cu o putere totală de:","1260 kVA inclusiv","1030 kVA inclusiv","800 kVA inclusiv","a"
"1","Ramificaţiile din distribuţiile cu conductoare electrice libere montate pe izolatoare în interiorul clădirilor se fixează astfel încât:","conductoarele electrice din traseul principal să poată suporta eforturile de tracţiune suplimentare","să solicite cu tracţiune redusă conductoarele electrice din traseul principal","să nu solicite la tracţiune conductoare electrice din traseul principal","c"
"1","Se admite alimentarea a mai multor receptoare electrice de putere de aceeaşi natură şi destinaţie (de ex. motoare) prin acelaşi circuit de j.t. prevăzut cu protecţie comună la scurtcircuit, dacă puterea totală instalată nu depăşeşte:","8 kW","10 kW","15 kW","c"
"1","Amplasarea aparatelor cu ulei în interiorul tablourilor electrice:","este interzisă","este permisă în anumite condiţii","este permisă, dar nu se recomandă","a"
"1","Amplasarea instalaţiilor electrice de conexiuni şi distribuţie în interiorul încăperilor de cabluri:","este interzisă, cu unele excepţii","este permisă întotdeauna","nu există în prescripţiile energetice o prevedere în acest sens","a"
"1","Căile de curent ce nu se pot realiza în execuţie etanşă, în încăperi şi în spaţii din exterior cu mediu coroziv, pot fi realizate întotdeauna din:","Cu","Al","otel","a"
"1","Circuitele de joasă tensiune de curent alternativ, de curent continuu sau de tensiuni diferite","nu pot fi grupate pe acelaşi panou (dulap), necondiţionat","se recomandă să fie grupate pe acelaşi panou (dulap)","pot fi grupate pe acelaşi panou (dulap), în anumite condiţii","c"
"1","Puterea instalată pe un circuit monofazat de prize din clădirile de locuit şi social - culturale este de:","1 kW","1,5 kW","2 kW","c"
"1","În cazul în care temperatura minimă este sub valorile stabilite de norme, montarea aparatelor înglobate în echipamentul de joasă tensiune :","se admite dacă se prevede o încălzire locală","nu se admite","se admite în cazul în care aparatele au ulei","a"
"1","Întreruperea conductorului de protecţie prin aparate de conectare:","este permisă","nu este permisă","de regula nu este permisă, cu excepţia anumitor cazuri","b"
"1","La realizarea tablourilor şi barelor de distribuţie de j.t., distanţa minimă de izolare în aer între piesele fixe sub tensiune ale diferitelor faze, precum şi între acestea şi părţi metalice legate la pământ trebuie să fie de cel puţin:","10 mm","15 mm","20 mm","b"
"1","Montarea siguranţelor de j.t.pe conductoarele instalaţiei de protecţie:","este interzisă","este întotdeauna permisă","este interzisă numai în cazul în care conductorul de protecţie este folosit drept conductor de nul","a"
"1","Se recomandă ca montarea instalaţiilor electrice de interior cu tensiunea până la şi peste 1000V să fie amplasate:","în aceeaşi încăpere","în încăperi separate","nu există în prescripţiile energetice o astfel de recomandare","b"
"1","Siguranţele cu capac filetat trebuie să fie montate în aşa fel încât:","conductoarele de alimentare să fie legate la şuruburile de contact","conductoarele de plecare spre consumatori să fie legate la şuruburile de contact","conductoarele de alimentare să fie legate la duliile filetate","a"
"1","Tabloul de distribuţie de j.t. trebuie montat:","în plan orizontal","perfect vertical şi bine fixat","nu există prevederi speciale cu privire la modul de montare","b"
"1","Supunerea legăturilor electrice la eforturi de tracţiune:","este permisă întotdeauna","este permisă în cazul conductoarelor de cupru","este interzisă","c"
"1","Tablourile de distribuţie din locuinţe se pot instala astfel încât înălţimea laturii de sus a tablourilor faţă de pardoseala finită să nu depăşească:","2 m","2,3 m","2,5 m","c"
"1","Tuburile şi ţevile metalice sau din material plastic din instalaţiile electrice de j.t. se instalează:","numai aparent","numai îngropat","aparent sau îngropat, în anumite condiţii","c"
"1","Norma tehnică energetică - NTE 001- privind alegerea izolaţiei, coordonarea izolaţiei şi protecţia instalaţiilor electroenergetice de c.a. împotriva supratensiunilor se aplică:","instalaţiilor electrice pentru tracţiunea electrică","instalaţiilor electrice din medii explozive","instalaţiilor electrice cu tensiunea nominală mai mare de 1000V","c"
"1","Apropierea axului LEA de joasă tensiune de construcţii în care se prelucrează sau depozitează substanţe combustibile, inflamabile sau cu pericol de incendiu (explozie):","este interzisă la o distanţa mai mică de 1,5 ori înălţimea deasupra solului a celui mai înalt stâlp din zonă","este permisă condiţionat (doar în ""cazurile obligate"" în care nu se poate respecta distanţa minimă prevăzută de normativ, cu tratarea de comun acord între unităţile care administrează linia şi construcţia)","este interzisă","a"
"1","Distanţa minimă pe verticală de la fasciculul torsadat al LEA joasă tensiune, montat pe stâlpi, în punctul de săgeată maximă, la sol, trebuie să fie de:","4 m","3m","2,5 m","a"
"1","La determinarea încărcărilor normate pentru calculul mecanic al LEA de joasă tensiune. se ia în considerare:","zona meteorologică şi tipul de amplasament","presiunea dinamică de bază dată de vânt, valorile temperaturii aerului şi coeficienţii de corecţie a vitezei vântului şi grosimii stratului de chiciură","doar greutatea unitară a fasciculului (conductoarelor)","b"
"1","La dimensionare, din considerente mecanice, secţiunile minime ale conductoarelor LEA de joasă tensiune, neizolate, din oţel-aluminiu utilizate în alimentarea consumatorilor, vor fi:","16 mmp","25 mmp","30 mmp","b"
"1","La LEA cu tensiuni nominale peste 1 kV ca măsură de protecţie mărită se interzice înnădirea conductoarelor în deschidere","la LEA cu izolatoare suport","la LEA cu lanţuri de izolatoare","dacă este mărit nivelul de izolație","c"
"1","La dimensionarea LEA cu stâlpi comuni pentru joasă şi medie tensiune, distanţa pe verticală între conductorul inferior al liniei de medie tensiune, la condiţia de săgeată maximă, şi conductorul superior al liniei de joasă tensiune","se stabileşte în funcţie de deschiderea dintre stâlpi","nu va fi niciodată mai mică de 1,5 m","va fi de minim 1 m, indiferent de deschiderea dintre stâlpi","b"
"1","La dimensionarea LEA cu stâlpi comuni pentru joasă şi medie tensiune:","distanţa pe stâlp între elementele liniei de medie şi joasă tensiune va fi de minim 3 m","distanţa pe stâlp între elementele liniei de medie şi joasă tensiune va fi de minim 1,5 m","circuitul de joasă tensiune se montează sub circuitul de medie tensiune","b"
"1","La dimensionarea LEA de joasă tensiune. traversarea cu linia peste căi ferate în zona staţiilor, depourilor de locomotive, a atelierelor de material rulant:","se face cu respectarea unei distanţe minime pe verticală de 7 m","nu se admite","se admite în condiţii de siguranţă mărită","b"
"1","La dimensionarea liniilor electrice de joasă tensiune, într-o anumită deschidere, ca ,,măsură de siguranţă"":","se prevede realizarea unor fundaţii speciale","deschiderea nu va depăşi 80% din valoarea deschiderii calculate","se prevede interzicerea înnădirii conductoarelor în deschiderea respectivă","c"
"1","Nivelul de izolaţie mărit reprezintă","creşterea nivelului de izolaţie a liniei faţă de nivelul normal de izolaţie cu 10% ;","creşterea nivelului de izolaţie a liniei faţă de nivelul normal de izolaţie cu 20% ;","creşterea nivelului de izolaţie a liniei faţă de nivelul normal de izolaţie;","c"
"1","Montarea fasciculelor de conductoare izolate torsadate ale LEA joasă tensiune. pe elemente de clădire din materiale combustibile:","este întotdeauna interzisă","este admisă condiţionat (dacă între fascicul şi peretele combustibil se interpune un material incombustibil)","este admisă necondiţionat","b"
"1","Secţiunea nominală a unui conductor funie alcătuit din două metale se exprimă prin:","valorile rotunjite ale secţiunilor ambelor metale","valoarea secţiunii celei mai mari dintre cele două (aferente celor două metale)","valoarea exactă a secţiunii conductorului, luată cu 2 zecimale","a"
"1","Traversarea liniilor de contact pentru tramvai sau troleibuz de către LEA de joasă tensiune:","se face cu LEA cu conductoare izolate torsadate","este interzisă","se face respectându-se condiţiile de ""siguranţă mărită""","b"
"1","Bateriile de condensatoare de joasa tensiune se recomanda sa se instaleze:","în interior","în exterior","indiferent, în interior sau exterior (în normele tehnice nu există o recomandare pentru un anumit mod de montare )","a"
"1","Bateriile de condensatoare pot fi montate în instalaţiile electrice de:","0,4 kV","20 kV","110kV","b"
"1","Încrucişarea unei LEA cu un obiect oarecare este o situaţie în care în proiecţie orizontală cel puţin unul dintre conductoarele LEA,","în poziţie normală, se intersectează cu obiectul respectiv;","în poziţie deviată, se intersectează cu obiectul respectiv;","în poziţie deviată se apropie sub distanța minimă normată față de obiectul respectiv;","b"
"1","La bateriile de condensatoare automatizate şi fracţionate puterea pe treaptă la medie tensiune va fi cuprinsă între:","250 şi 1000 kVAr","1000 şi 4800 kVAr","500 şi 2000 kVAr","b"
"1","La pozarea cablurilor de energie şi de comandă - control se va prevedea la cutiile terminale o rezervă de cablu având lungimea minimă:","necesară refacerii de două ori a cutiei terminale","necesară refacerii de trei ori a cutiei terminale","necesară refacerii o singură dată a cutiei terminale","c"
"1","Pentru consumatorii care prezintă regim deformant sau fluctuaţii rapide de sarcină (fliker), se recomandă utilizarea de:","baterii de condensatoare fracţionate","surse statice de putere reactivă reglabile cu tiristoare","motoare sincrone","b"
"1","La trecerea prin planşee (in interior) sau la trecerea din pământ în aer (în exterior) cablurile montate în spatii de producţie sau cu pericol de deteriorări mecanice se protejează pe o înălţime de:","1 m","1,5 m","2m","c"
